candidate_id,robust,beats_control_3pct_gate,ending_capital,capital_delta_vs_control,capital_lift_vs_control,cagr,sharpe,maximum_drawdown,worst_fold_return,capital_rotations,market_exposure,cash_days,loss_avoided_by_cash_usd,profit_missed_by_cash_usd,net_cash_edge_usd,cash_intervention_sessions,absolute_entry_threshold,absolute_exit_discount,absolute_exit_threshold,cash_reentry_premium,minimum_risk_safety,minimum_horizon_agreement,reentry_confirmation_sessions,fold_1_return,fold_1_max_drawdown,fold_2_return,fold_2_max_drawdown,fold_3_return,fold_3_max_drawdown,is_control,rank
892,False,False,562158.2144236246,-756198.0728365856,-0.5735915853278979,0.951187998945755,1.7291027302780468,-0.3171762573586966,0.3037573368896491,352,0.9519420671494404,73,46051.298988849754,139467.9669839678,-93416.66799511806,73,0.455783,0.166063,0.28972,0.089933,0.009539,0.259565,2,0.3037573368896491,-0.3171762573586966,7.92994131910968,-0.20920403296262158,3.8285106163313376,-0.30275050844565476,False,18
867,False,False,559840.0646026968,-758516.2226575133,-0.5753499490140495,0.9498508710309774,1.7412141811097674,-0.39010059178155976,0.29662405698154615,353,0.9394338380513496,92,74475.57169975809,148401.4470522373,-73925.8753524792,92,0.485567,0.247664,0.23790300000000003,0.094725,0.007337,0.160307,2,0.29662405698154615,-0.39010059178155976,7.371812537275773,-0.20920403296262158,4.157395122638749,-0.3027505084456549,False,19
993,False,False,553216.2384332776,-765140.0488269326,-0.5803742555944691,0.9460045778890951,1.7821988483786595,-0.3052573744852727,0.48095778543031065,354,0.9249506254114549,114,85142.70998644801,181178.3130041297,-96035.6030176817,114,0.468163,0.119489,0.348674,0.057257,0.016308,0.26959,2,0.48095778543031065,-0.3052573744852727,7.304210223928335,-0.15656794600584234,3.4983568566887033,-0.30275050844565465,False,20
621,False,False,536984.0351583341,-781372.2521018761,-0.5926867112119691,0.9364139395317426,1.8128936409769003,-0.3473211188926575,0.18018403468756294,347,0.8538512179065174,222,157572.82685573748,238962.75952775983,-81389.93267202235,222,0.554809,0.198371,0.35643800000000003,0.063515,0.039771,0.644385,1,0.18018403468756294,-0.3473211188926575,8.594204127633924,-0.1550290135396516,3.7424491663457387,-0.29998826542833235,False,21
566,False,False,531290.0869353939,-787066.2003248163,-0.5970056864980606,0.9329923972553578,1.7316485748284915,-0.3495129916229257,0.23992666558798925,350,0.9275839368005266,110,84089.06805390067,148612.0796814564,-64523.01162755574,110,0.502459,0.201325,0.301134,0.043103,0.011091,0.665445,2,0.23992666558798925,-0.3495129916229257,7.427686666598833,-0.20920403296262158,4.084255091203917,-0.30275050844565465,False,22
418,False,False,519058.7044521138,-799297.5828080964,-0.6062834383482067,0.9255377728580789,1.7067511077285566,-0.37976363548632275,0.23415751030149656,353,0.9526003949967083,72,43930.46049121482,136987.03204349536,-93056.57155228054,72,0.464415,0.101543,0.36287200000000003,0.023272,0.005384,0.098295,3,0.23415751030149656,-0.37976363548632275,7.342756575885019,-0.20920403296262158,4.041227724905595,-0.30275050844565465,False,23
648,False,False,515242.6127388307,-803113.6745213794,-0.6091780213605225,0.9231820038677092,1.720321055319092,-0.3986241001299756,0.3177023483542132,364,0.9440421329822252,85,56801.79211320952,119312.2244794635,-62510.43236625398,85,0.474686,0.205634,0.26905199999999996,0.057703,0.015888,0.58951,1,0.3177023483542132,-0.3986241001299756,6.616966352866631,-0.20081322878131325,4.1334864113548875,-0.3027505084456549,False,24
994,False,False,506540.9393490938,-811815.3479111163,-0.6157784172275764,0.9177553256614701,1.7066487975966225,-0.3901005917815591,0.19187465793623004,348,0.9275839368005266,110,72718.28662231646,142241.55485260076,-69523.2682302843,110,0.5041,0.131673,0.37242699999999995,0.098899,0.008053,0.120377,2,0.19187465793623004,-0.3901005917815591,7.240499937872839,-0.20920403296262158,4.157395122638749,-0.3027505084456549,False,25
562,False,False,501836.9992564778,-816519.2880037323,-0.6193464512545478,0.9147893232481399,1.795528753427835,-0.3577167222475045,0.2984423819989874,355,0.8742593811718236,191,134909.2122792618,256198.4801896718,-121289.26791041001,191,0.530192,0.215088,0.315104,0.033586,0.045768,0.33383,1,0.2984423819989874,-0.3577167222475045,8.362375749642824,-0.15502901353965193,3.128135347070608,-0.30275050844565476,False,26
209,False,False,500248.78750235355,-818107.4997578566,-0.6205511421028956,0.9137826617898477,1.7123633203594195,-0.303266653361827,0.24591093065338088,352,0.9361421988150099,97,50518.51965010162,137110.56069638542,-86592.0410462838,97,0.451533,0.128018,0.323515,0.08229,0.013768,0.012664,2,0.24591093065338088,-0.303266653361827,7.315451943772002,-0.15656794600584256,3.8285106163313376,-0.30275050844565476,False,27
813,False,False,492393.5780255671,-825962.709234643,-0.6265094779129452,0.9087642144963626,1.7745451883124042,-0.27663092255671273,0.4886013469701036,360,0.8946675444371297,160,122968.07782887314,238760.70039676802,-115792.62256789488,160,0.460891,0.057854,0.403037,0.044048,0.051134,0.008084,1,0.4886013469701036,-0.2718109545199471,7.214125089627732,-0.15502901353965193,3.026916831714572,-0.2766309225567126,False,28
354,False,False,488024.51800515415,-830331.769255056,-0.629823498608741,0.9059439906629092,1.7208888227451526,-0.39010059178156065,0.21631714565013804,319,0.8301514154048716,258,206624.89631257,289245.3107487408,-82620.4144361708,258,0.578368,0.27519,0.303178,0.038773,0.00989,0.36054,2,0.21631714565013804,-0.39010059178156065,7.484533734547764,-0.2092040329626219,3.7289729700553202,-0.27895341660319106,False,29
608,False,False,485021.33419113135,-833334.9530690787,-0.6321014744814575,0.9039932006074813,1.8225617566446923,-0.376223552343559,0.16604836402015777,337,0.7630019749835418,360,261998.77062973092,332900.9220085908,-70902.15137885985,360,0.621955,0.182956,0.43899900000000003,9.5e-05,0.048673,0.698737,1,0.16604836402015777,-0.376223552343559,8.415968262315522,-0.15502901353965204,3.417527807377919,-0.26929668157702946,False,30
914,False,False,464182.270514785,-854174.0167454251,-0.647908327209906,0.8901720023973285,1.698215350326658,-0.3743516136506385,0.05803945081183648,307,0.8275181040157998,262,209712.76714108768,256090.2327555857,-46377.46561449801,262,0.565028,0.1885,0.376528,0.025697,0.0003,0.500737,3,0.05803945081183648,-0.3743516136506385,6.833914589783308,-0.2092040329626218,4.600255675057829,-0.27663092255671273,False,31
385,False,False,457728.48055316723,-860627.806707043,-0.6528036578758143,0.8857866666847478,1.7682779115018572,-0.39184320915587734,0.31236950819162157,318,0.7985516787360105,306,215001.4938475447,307901.4441729988,-92899.95032545406,306,0.579169,0.241419,0.33775000000000005,0.022148,0.020571,0.340801,2,0.31236950819162157,-0.39184320915587734,7.042654546573134,-0.15502901353965182,3.3366301948188353,-0.2789534166031916,False,32
